,comment,score
238,진짜 완전 최고!!♥♥ 평화롭게 힐링되는 게임! 시간 남을때마다 이거하며 힐링한답니다ㅎㅋㅋ 근데 가끔씩 중간에 게임이 잠시 멈췄다가 원 상태로 돌아오더군요. 뭐 잠시라 딱히 방해되는건 없지만요! 아무튼 이런 명작 모바일에도 출시해주셔서 너무 감사드리고 존경합니다♥♥♥ (+여기도 통신할수있다면 진짜 좋을것 같습니다! 동생도 하는데 같이 할수가 없어서 살짝 슬퍼요ㅠ),5
239,버그 너무 많아요 매일 레벨업 선택창 자꾸 뜨고요 숙성통에 작물이 잘 안 들어가는 에임 이슈있고요 안넣어져서 계속 클릭하다 처먹은 작물만 몇갠지 퀘스트도 깨야하는디 시간 다 낭비하고 빠른 개선 바람,3
240,여기저기 버그가 많네요... 마을회관 게시판 번들 열었다가 닫으면 아무것도 못하고 옴짝달싹못하는 버그가 생깁니다... 빨리 수정해주세요 이부분에서는 저장도 안되네요ㅠ,3
241,너무 재밌어요.근데 왜 모바일은 업데이트를 안해주는 건가요 멀티플레이어도 1년전에 나온 업데이트도 아직도 모바일에는 나오지 않았죠 이럴거면 모바일의 가격을 조금 낮춰서 팔던지 던이 아까워서 그러는 게 아니고 남들 다 업데이트 즐기고 새로운 이벤트같은 거 즐기고 있을때 모바일 유저는 그냥 유튜브보면서 손가락만 빨고 있었다고요 처음 업데이트 됬을땐 모바일도 곧 해주겠지 하면서 기다렸습니다 근데 지금 1년이 지난 지금까지도 업데이트를 안 해준 게 너무 화가 나고 짜증이나네요,3
242,"너무너무 재미있게 플레이를 하던 와중에 게임 속 닭장에 들어갔더니 ""오리가 부화했습니다"" 라는말이 계속 반복되면서 뜨더군요 당황해서 게임을 끄고 다시들어가니까 이름이나 곡괭이같은 주요아이템 그리고 밭과 건물들이 다 검정색으로 변해 알아볼수없게 되었습니다 무척 힘들게 키웠던 농장인데 한순간에 날라가버린것같아서 유감스러웠어요 이 버그는 어떻게해야 해결되나요?",3
243,이 게임은 제가 딱 원했던 게임입니다 rpc하고도 소통이 가능하고 힐링 게임으로 너무 재밌습니다 하지만 이 게임을 2년 여름 정도 되면 약간 질리는 감이 있어 요즘에 접속이 뜸해집니다 하지만 제가 지금까지 했던 게임중 인생게임 인 것 같네요 구성이 너무 잘 되있으니 살까? 말까? 고민하지 마시구 사세요!! 정말 후회하지 않고 재밌을 겁니다!!,5
244,컴퓨터 스타듀밸리 하다가 모바일도 산 사람입니다 제가 컴퓨터버전 스타듀밸리를 하다가 와서 더 그렇겠지만 움직이는 게 약간 미완성된 느낌이 있어요 탭해서 이동이랑 조이스틱이 합쳐지면 훨씬 더 완성도 있어질 것 같아요 그거 빼고는 괜찮은 게임인 것 같은데 좀 아쉽네요ㅜㅜ 저처럼 컴퓨터 스타듀밸리 하시던 분들은 안 사셔도 될 것 같아요,3
245,진짜 이 게임은 추천드립니다 농장에서 여러가지 종류의 과일을 판매하고 가정도 만들고 아이도 낳고 돈도 모으고 도트감성을 좋아하시는 분들께 추천드립니다 진짜 힐링되고 너무나 좋은게임 입니다 🤍🤭 몇가지 단점이 있다면 친구들과 함께 할 수 없다는 단점과 PC 버전 스타듀밸리는 업데이트가 빠른데 모바일은 느리다는 사실이 있습니다 그래도 너무나 재밌고 힐링되는 게임 유료라서 고민되신다면 그냥 꼭 사세요 다들 재밌게 하실 수 있을것 같네요 !!!!!,5
246,너무재미있어요 시간가는줄모르고 하다 해뜨는거보며 놀라는 저를볼수있습니다,5
247,"안녕하세요. 즐겁게 게임을 플레이하고 있는 유저입니다. 모바일은 아니지만, pc에서 게임을 멀티로 플레이하는 도중, 침대에 친구와 눕자 친구가 갑자기 튕기며 제 화면이 까맣게 변하더니, 곧이어 저도 튕겨서 다시 접속하니 제 이름과 농장의 이름이 사라졌습니다. 제 캐릭터는 기본 캐릭터로 변하고, 업그레이드 했던 도구도 모두 기본 도구로 돌아갔습니다. 제 인벤창도 싹 비워졌더군요 심지어, 2년째 가을이였고 이미 켄트는 왔었는데, 켄트가 또 왔었고, 박물관은 다 채워놓도 드워프 두루마리도 모두 모아놨는데 하나도 남김없이 사라졌습니다. 그리고 집도 모든 업그레이드가 끝났는데 다시 처음으로 돌아가고, 마을회관 번도 끝났는데 온실을 꽉 채웠던 고대씨앗들도, 100층을 넘어서 115층까지 내려가서 엘리베이터를 꽉 채운 광산도 다시 돌무더기로 막혀버렸습니다. 그것도 모자라 그걸 치워줄 조자마트는 폐쇠더군요. 모드는 일체 깔지 않았고 딱히 오류나, 버그가 날 일은 하지 않았습니다. 답장 주세요.",2
248,"사회에 찌들어 살다가 할아버지께서 남긴 땅으로 귀농해서 살아가는 스토리예요 스토리부터 마음에 들었고(?) NPC인 이웃들한테 상처도 조금씩 받아가면서 계절별로 작물도 수확하고 광석도 캐고 낚시도 하고 가축도 키울 수 있습니다 강추해요! 근데 투명 조이스틱으로 설정해서 플레이중인데, 물품을 제작해서 땅에 놓으려고 하면 안놓여서 그때마다 탭해서 이동으로 바꿔서 배치하고있어요ㅜㅜ 이것만 고쳐주신다면 너무 감사할듯 물론 그런 오류가 있지만 너무 재밌게 플레이중입니다! 자유도도 엄청 높아요 옛날갬성을 좋아하시는분 플레이 하시면 만족하실겁니다 ㅎ 돈이 안아까워용",5
249,진짜 강추 pc랑 진짜 거의비슷한데 아쉬운점이 있음 1.계정 연동 핸드폰을 바꾸면 다 없어지는 저장데이터ㅜㅜ 2.멀티가 안됨 친구랑 같이 즐기고 싶어요!! 이 두가지만 되면 진짜 완전갓겜을 뛰어넘을뜻 완전 강추합니다,5
250,이전세이프돌아가기 눌르면 한번더 확인할수있게 창하나만들어줘요ㅡㅡ,3
251,⚡⚡계정 연동기능이 있었으면 좋겠어요 ❗❗❗ 다 좋고 재밌게 플레이 하고있는데 다른 폰으로 바꾸는 경우에도 불러오기(연동) 기능이 필요하고 저는 현재 폰으로 플레이후 태블릿이 편할거같아서 태블릿으로 하고싶었는데 안돼서 슬프네요 태블릿에 깔걸 그랬어요 계정 연동/>다른기기로 연동할수있는< 기능 추가해주시면 정말 감사할거 같아요,4
252,진짜 거의 하루 10번 합니다 (10번은 아니지만 그만큼 엄청 한단 소리) 정말 재밌고 좋습니다 이렇게 완벽한건 처음이에요 하지만 모바일로 낚니가 조금 어렵더라고요 저만 그럴수 있어도 초보자가 하기 어려워요ㅠ 그래도 진짜 좋습니다 중독성도 최고고 감사합니다 처음엔 커트롤이 다소 불편했지만 자주 하니 익숙해졌네요,5
253,게임은 재밌습니다. 초반 진입장벽은 조금 있지만 제발 낚시 좀 쉽게 만들어줘요. PC는 어떤지 모르겠지만 모바일 낚시 넘 짜증나요. 도대체 낚시를 왜 클릭속도로 잡게 해놨죠? 빠르게 눌러서 되는것도 아니고 느려도 안되고 물고기는 널뛰고 하다하다 스트레스만 받아요. 낚시 관련 퀘스트 나오면 한숨부터 나옵니다. 제발 낚시 쉽게 좀 패치 해주세요,4
254,"갓겜 우선 콘텐츠가 다양함 낚시, 농사, 광질, 축산 등등 게임 내 시간으로 저장이 돼서 끊을 타이밍을 확실히 잴 수 있고, 다른 온라인 농사겜마냥 하루에 몇번 들어오는 게임이 아니라서 여유롭게 할 수 있음 내가 힐링을 하고 싶고 여유롭게 게임을 하고싶다 하면 추천함 대신 난 동숲에서도 대출금 먼저 갚았고, 공략을 보기 위해 꺼무위키가 즐겨찾기로 등록되어있다 하면 비추천함 이 게임은 공략을 염두해둔 게임이 아니라서 공략 보고하면 재미랑 콘텐츠가 확 줄음 공략 볼 거면 전설물고기 위치랑 갤럭시 무기 이스터에그 정도만 보고 닫으셈 대충 1차 엔딩 2차 엔딩 으로 나누면 2차 엔딩을 보려면 1차 엔딩을 보기위해 썼던 노력이 배가 들음 님들이 아무리 공략을 봐도 재화 및 이벤트 문제라 1차는 쉽게 뚫었을 지 언정 2차는 그게 안됨 공략을 볼 정도로 급한 성미이면 2차 보기도 전에 지쳐서 나가 떨어질거라고 확신함ㅇㅇ 꼭 바닐라 즐기고 모드 다운받으셈",5
255,"정말 노다가 좋아하시는 분은 엄청좋아하실 게임이에요. 컴퓨터 스튜보단 모드나 리택스쳐하기 좀 어렵지만 모드, 리택도 대부분 가능하니 꾸미기좋아하시는 분들께도 추천드려요!",5
256,"재밌고, 한사람이 개발했다는게 믿기지 않을정도로 수준도 높고 힐링에 뭐에 다 좋은데.. 한 가지 문제가 있다면 중독성이 너무 높음.. 손에서 안떨어짐. 뭔가 질렸다 싶으면 한 ㅣ,2주 쉬었다하면 그렇게 재밌을수가 없음.",5
257,모바일 1.5 업데이트좀 해주세요ㅠㅠ 아 그리고 1. 카지노는 한국어로는 막혀있고 영어로 바꾸면 됩니다(한국에선 도박이어서 막았다고하네요!) 2. 모드 사용하면 비지엠 안나옵니다 모드사용 안하는데 비지엠이 안나오는경우는 네이버에 검색하면 방법 나옵니당 따라하시면 나올거에요,5
258,게임은 재밌습니다.. 인생게임이라 할 정도로 즐거웠구요 근데 주니모오두막을 설치했는데 애들이 수확은 하나 이후에 챙기러 오두막에 가보면 작물이 하나도 없습니다. 수확하는 중에 잠깐 장소이동했다가 돌아와도 아예 없구요. 어떻게해야하나요...대체,3
259,다 좋은대 농사할때 너무 불편해요 씨앗심고 물주고 뭐하고 하는게 좀 pc에 비해서 불편한감이있고 전투도 그렇고 조이스틱으로 바꿔도 조이스틱이 고정이되어서 고정되있는 위치로 눌러야 움직여지는게 전투하는대에 좀 많이 불편해요 조이스틱을 고정되게하는 것보다 왼쪽 영역에 손을 대면 알아서 감지되는 그런걸로 해주시면 안돼나요?,5
260,너무너무 재미있습니다. 주말 내내 이것만 하고 보냈어요. 다들 낚시가 어렵다고 하시는데 스타듀밸리 카페 같은데 들어가면 조언을 구하실수가 있어요. 저는 그렇게 어렵지 않아서 그냥 하고있어요ㅎ 적응되면 그럭저럭 컨트롤이 가능하답니다. 만원 가까이 되는 돈이지만 진짜 알차게 뽕 뽑을수 있습니다!!! 슬로우 라이프를 원했지만 저는 한국인의 특성상 맨날 돈 모으느라 겁나 바빠요! 여러분들은 부디 여유롭게 하시면 좋을거 같아요,5
261,"업데이트 되어서 너무 기쁩니다... 너무 기쁜데... 2년이나 기다려서 업데이트 되다보니 플레이 전반의 루틴이랄까, 조작법을 전부 잊어버려서 갖고 있는 아이템 정리하다가도 이게 어디에 쓰는 물건인고 이러고 있네요",4
262,1.5 모바일 업뎃 오류좀 고쳐주세요 화면 가로 실선이랑 메뉴바가 너무 커서 선택지가 안눌리는거요 선택지가 안눌려서 로빈한테 전화도 못하고 직업선택도 안되네요 너무불편합니다..ㅠ,3
263,설정에 들어가서 설정 초기화를 할수있는 기능이 있으면 좋겠다. 화면 확대 축소 기능을 두손가락으로 하는거랑 볼륨 올리고 내리는 식으로도 할수있게 되면 좋겠다 그게 필요하다,5
264,정말 재미있고 잘만들었는데 캐릭터 이벤트가 시작하고나서 화면이 안넘어가는 버그가 있는거 같아요 건물밖에서 하는 이벤트만 그런거 같은데 생각보다 여러 이벤트가 이래서 버그수정 부탁드립니다,5
265,"스타듀밸리, 생각 없이 하다가 4~5시간 하게 되는 마법이 걸려있는 게임 이 게임에는 이득이 아닌 실이 있는 버그가 있습니다. 낚시 컨트롤하다가 안전안내문자와 같은 알림이 오면 열심히 컨트롤했지만 물고기는 나오지 않는 버그가 있습니다. 주의하시길!!",5
266,"안녕하세요!! 이게임을 아주 재밌게 즐기고있는 한 유저입니다 PC는 멀티가 되는데 모바일은 멀티가 언제쯤 될지 너무너무 궁금합니다 그것 빼곤 너무 재밌게하고있어요! 정말로 멀티 업데이트가 된다면 주변사람들에게 이게임을 구매해줘도 아깝지가 않을것 같아욥! 가끔 밤이되거나 돈이 없을때 혼자라 무섭거나 막막할때가 있어요ㅜㅜ 정말 부탁드립니다 멀티모드를 엄청 많은사람들이 기대하고있는데 언제쯤 업데이트가 될 예정인지, 답글이라도 꼭 달아주세요!!! 만약 멀티모드가 나온다면 훨씬 인기있고 재미있는 게임 될거라구 확신합니다 (정말 정성껏 썼는데 답글 안써주실건가요?..ㅜㅜ) 저희 모두 멀티 모드가 나오는 그날까지 기다려봐요!! When will you update multi mode??.. Please answer me..ㅜㅜ.. many players want it..",5
267,(버그)농사 10렙찍고 장인 전직 선택을했는데도 며칠 간격으로 계속 전직 선택이 뜨네요...,5
268,이 게임 완전 마음에 들어요 근데 아쉬운 점이 효과음 발자국 효과음 주변음은 괜찮은데..배경음악이 안 틀어져서 핸드폰을 껐다 켰는데도 그대로여서 이 것만 빼면 괜찮은 게임이에요,4
269,다른건 다 좋지만 컴터처럼 다른 유저들과 멀티플레이를 하고싶네용 그지고 밭에 물을줄때 흙색과 물을 뿌린색 차이가 비슷해서 뿌렸는지 안뿌렸는지 구분하기가 힘드네요 색깔만 좀 고쳐주셨음합니다 시간떼우기로 짱이고용 재밌어용,4
270,존ㄴㄴㄴㄴ잼 너무 열심히해서 가끔 현타옴 그러다가 또 들어가서 열심히 하고 현타옴 또 생각나서 들어감 무한 반복. 아쉬운 점은 게임이 친절하지가 않다... 스듀위키 안 봤으면 2년째 성장 없었을듷,5
271,원래 한국어로 나왔었는데 삭제하고 다시 깔아봐도 영어로 나오네요,1
272,이거 업데이트 하고 화면이 엄청 커져서 버튼이 안보여요 ㅜ 고쳐주세요 지플립3이에요 제발 게임하고싶어요,5
273,가공된 아이템은 한국어로 설정되어 있어도 영어로 표기될때가 있습니다. 하지만 뭐 큰 문제가 되지도 않고 문제없는 게임은 없으니깐요. 버그가 있으면 잘 고치기도 하고요.,5
274,어제 설치하고 푹 빠져버렸어요.. 유료앱이지만 살치하고 나면 현질 유도도 없고 스토리도 너무 아기자기 깨알같은 힐링 그 자체네요.픽셀 이미지라 재미없을줄 알고 이제야 설치한걸 후회하는 중이예요..ㅋ 망설이시는 분들 설치부터 하고 보세요!ㅎㅎ,5
275,개인적으로 재미있게 플레이 하고 있지만 멀티 기능이 없는 건 정말 아쉽네요. 친구랑 멀티해보고 싶어서 같이 샀더니만.. 그리고 몇몇 버그들도 있습니다. 다음 업데이트 때 멀티 추가 해주시면 감사하겠습니다~♡,5
276,"다른 건 다 좋은데 남캐 초상화가 심각한 수준입니다. 여자 캐릭터 부모 나잇대 같이 보여요. 그래서 연애 결혼은 무조건 여자캐릭터랑만 합니다. 모바일이라 리텍하려면 잘 알지도 못하는 중국 프로그램을 통해 다운 받아야 하는데 영 찝찝해서 포기했습니다. 남캐 초상화... 여캐와 또래로 보이게, 예쁘게 수정해주신다면 정말 완벽한 게임일 것 같습니다!",4
277,샘 음악 들려주는 이벤트 끝나고 다시 돌아왔는데 제 캐릭터가 안보이고 화면이 고정되고 시간이 계속 흘러서 다시 시작 했습니다 왜 이러는지 잘모르겠는데 오류같아서 말씀 드려봅니다,4
278,인생 최악 게임이에요 난 태어나서 이렇게 중독성 강하고 현생버리고 싶을 정도로 게임을 한적이 없어요.. 작년 여름에 결제한 것 같은데 아직까지도 처음처럼 재밌고 계속 플레이하고 싶네요 ㅎ ㅏ 이것때문에 만성피로와 수면부족에 시달리고 있습니다. 빨리 업뎃되었으면 좋겠네요.,5
279,꽤나 시간 떼우기 좋은 용도이고 또한 농장을 키우는 맛이있습니다. 하지만 PC버전 처럼 모바일도 멀티플레이가 가능했으면 좋겠습니다. 컨트롤은 참고로 엄청 불편했습니다. 구매하실분들 참고하세요,3
280,전날 몇시간이나 재밌게 게임을했는데 저장하고 오늘 다시하려고 게임을 켰는데 저장된 시점에서 다시 진행을하려는데 캐릭터가 움직이질 않아요; 게임도 다시 나갔다 들어와보고 폰도 재부팅도해보고 다해봤는데 똑같네요 다시 시작하자니 그동안 꾸미고 한게 너무 허망하고 의욕이 안나네요 어찌된건가요?,3
281,"모바일에 스타듀밸리가 있다는말에 홀라당 샀습니다,, 구매한만큼 재미도 당연히 있었구요 ! (낚시는 쵸큼,, 힘드네요..) 돈모으는 재미두 있구.. 번들 채우는 쾌감도 좋습니다. 다 좋은데..! 아쉽게도 멀티가 없더라구요 ㅠㅁㅜ!? 진짜 여기서 큰 아쉬움을 느꼇지만.. 머.. 재밌으면 장땡 아닙미꺼.. 네.. 좋다구요.. 지금 이제 리뷰 마무리짓고 당장 스타듀밸리 챱챱 즐기러 가겠습니다..",5
282,컴 스듀를 하는 것 같아서 정말 재미있는데 멀티 기능이 있었으면 정말 좋을 것 같아요ㅠㅠㅠㅠ 그리고 카지노가 안되는 버그도ㅠㅠ 컴 스듀 업뎃 됐으니까 모바일도 기대해봅니다ㅠ!!,5
283,재미있어요!! 진짜 시간 순삭임ㅎㅎㅎㅎ 그런데 낚시가 너무 어려워요ㅠㅠ 수동말고 자동 낚시 기능 있었으면..,5
284,갓겜 저기 저 매출 올리고 있는 게임과는 비교가 안되는 즐거움을 가지고 있다. 이게 게임이지. 친구와 함께 즐길 수는 없지만 힐링이나 마이팜 키우기 같은 것이 하고 싶다면 다른 저혈압 치료앱을 돌리는 것보다 이 게임으로 힐링하는 것이 어떨까.,5
285,스타듀밸리 인생게임입니다 모드없이 초상화 리텍만해서 하고 있는데 오히려 그게 진정하게 즐길 수 있는 것 같아요 꼭 추천하고 싶은 게임입니다. 멀티가 안되는 단점이 있는 것 빼고는 완벽해요 :),5
286,"재밌지만 조금 아쉬운 게임 가장 아쉬운 점은 계정 연동이 안된다는 점 즉, 폰을 바꾸거나 앱 삭제 설치시 데이터가 날아가는 것 두번째는 멀티지원이 안된다는 점 그래도 재밌긴 합니다",4
287,첨 해보는데 너무 재밌어서 푹 빠졌어요ㅠ 과금하는 게임할바에 게임을 사서 즐기는게 현명한듯 타이쿤 경영 같은 게임 좋아하는데 해본게임중 제일 재밌는것 같아요 스토리도 디테일하고 세부적으로 할게 많고 다양하네요 확장판도 있다는데 그건 pc버전이라 모바일 질리면 pc버전으로 갈아타볼래요😆👍👍👍👍👍,5
288,이름만 들어본 게임이였는데 너무 재미있게 하고있네요. 다만 NPC이름을 다 외우고 누가 누구인지 구별할때까지는 적응기간이 좀 필요한듯해요 ㅋㅋ 컨텐츠가 방대한것 같은데 이제겨우 조금 맛본 느낌?? 이제 1년차 했는데 어휴 ㅋㅋ 다음년도에는 뭐부터 해야될지 ㅋㅋ 강추합니다,5
289,재미있게 플레이 하고 있습니다 아직 멀티플레이를 하지 못한다는 것이 크게 아쉽지만 그점만 빼면 아주 재미있게 플레이하고있어요 그래픽도 좋고 컨트롤도 부드럽고 좋은 것 같아요,5
290,. 맵 경계부분에서 자꾸 말이 사라진다던지 캐릭터가 사라져요. . 한국어로는 카자노가 안돼요. 매번 언어를 영어로 바꾸는게 줄편합니다. . 렉?같은게 엄청 자주걸려요ㅠㅜ 농사지을때도 마음대로 안움직이고 특히 닭장에들어가면 움직일수있는 부분으로 갈려고 해도 엉뚱한곳으로 계속 혼자움직이네요;; . 농장에 건물을 짓기시작하면 로빈이 집벽이 끼여있다던지..농장을 부수거나 그러네요 . 드워프는 호감도가 안오르는 캐릭터인가요??계속 선물을 주는데 한칸도 안오르네요;; . 캐릭터 호감도를 8까지 올려놓고 싫어하는걸 준적도없는데 한번에 호감도가 3.4로 떨어지네요.,2
291,pc버전으로도 한 적이 없고 모바일로 처음 접해보는데 재밌네요. 그런데 아이템이 사라지는 문제가 있어서 댓글남깁니다ㅠ 우선 광산 20층 호수에 담궈뒀던 게잡이통발이 사라졌구요.. 해변가에 뒀던 보관함이 사라졌습니다ㅠㅠㅠㅠ 제 생각에 맵이 리셋되는 것 같은데ㅠㅠㅠ 통발은 그냥 없어졌나보다 했는데 보관함은 안에 들어있던 아이템들도 있고 하여 너무 속상하네요ㅠㅠㅠ 버그 확인부탁드려요,4
292,중간에 나가면 임시저장이 되어야하는데 어느순간 마지막으로 실행한 화면만 뜨고 캐릭터나 조작하는 메뉴가 없습니다. 결국 이전 세이브로 돌리는 수밖에 없더라구요. 해결해주십시오,3
293,...저장 시스템이...하루로 계산되는 구식인데다 백업하는 버튼이랑 이전 세이브로 돌아가는 버튼이 나란히 있어서 세이브 날려먹기 딱 좋네요...제발.....이런 거 누를 때는 확인창 한 번만 띄워주면 안될까요...? 일주일치 세이브가 날아갔어요..2시간동안 게임한 게 버튼 하나로 사라져버림...확인창...하나만 있었어도...,3
294,다 좋은데 캐릭터들 호감도 채우면 발생하는 이벤트 때 계속 화면이 멈추고 진행이 안돼요;; 이것만 고쳐주시면 좋을 것같아요:),4
295,빨리 모바일도 업데이트 되면 좋겠어요! 조작감이 불편하고 잔버그도 꽤 있지만 재밌어서 만족스럽게 플레이하고있어요.,5
296,최근 업데이트를 한 이후에 갑자기 시간툴바가 크기가 커지고 25에서 더이상 줄어들지 않습니다. 너무 커서 게임진행하는데 상당히 불편해졌네요. 압데이트 이전이 훨씬 편합니다.,3
297,그냥 최고예요♡ 처음에는 유튜브로만 봤는데..너무 재밌어보여서 깔게 되었고..이게 진짜 재밌을까?했는데.. 엄청 고급스러운 디테일에 여러 캐릭터들과에 이벤트..ㅠ 완전 재밌어요👍 꼭 깔아보세용,5
298,아래에 지도가 없다고 하시는분도 있던데 지도 있습니다 물론 처음에 못찿을수도 있겠지만 그땐 인터넷에 검색만 해봐도 1분이면 찿을수 있어요 언젠가 온라인 멀티하고 크로스 플레이가 가능해졌으면 좋겠네요,5
299,본인은 피시 400시간 유저. 모바일로 하니 아주 돌아다니면서 중독됐다. 갤탭이랑 정품 키보드 사용하니 컴퓨터처럼 WASD 이동 등 다 호환 되어있더라. 1.4 업데이트로 더 초갓겜이 된 스타듀밸리 모바일도 어서 업데이트 되었으면!,5
300,재밌기는 한데 조이스틱이 더 조작감이 편할 것 같습니다. 그리고 낚시는 왤캐 어려운지 조금 난이도를 낮춰주셨으면 합니다.,3
301,폰도 좋은데 스팀이 더 편하네요 다 좋은데 리텍도 힘들고 모드도 깔기힘들고 암튼 스팀에 비해서 너무 복잡하고 폰이라서 그런가 키 누르는 감이 없어서 좀 아쉽네요 리텍은 가능한데 모드는 팅기더라고요 ㅠㅠ 리텍하세요 여러분 모드 잘 안되니까 차라리 리텍을 하시고 그냥 즐기세요 ㅠㅠ,5
302,다 좋은데요 캐릭터 각 호감도 달성마다 진행하는 이벤트가 실행을 안해요ㅠㅠㅠㅠㅠ도대체 무슨 문제인가요..갤노트10+씁니다 해결방법 좀 알려주세요 다시 깔아도 보고 인터넷 검색해도 정확한 글도 안나오고 저만 이런건가요ㅠㅠ,5
303,정말 재미있게하고 있습니다. 정말로 비싼값 합니다. 대신 마굿간에서 오른쪽에 붙은채로 위로가면서 내렸다 타면 뚤리는 버그가 있습니다.그리고 멀티플레이를 할 수 있게 해주세요,5
304,진짜너무재밌어요 처음에는 그냥 심심풀이로 잠깐 하다가 질리겠지 생각으로 했는데 그게아니라서 저도 어느샌가 스타듀밸리만 몇시간째 계속했습니다 너무 재밌어요 ㅠ 게임을 돈주고산건 이번처음이예요 진짜진짜 짱 재밌어요 좋은게임 감사합니다 스타듀밸리 덕분에 매일매일 행복합니당 너무재밌어용!!!😆😆😆😍😍😍,5
305,너무 재미있게 플레이하고 있는 모바일 유저입니다. 컴으로도 재미있지만 모바일도 그럭저럭 할만하네요. 하지만 컴유저였던 분들이 모바일 스듀를 하신다면 조금 별로인것처럼 느껴지지만 재미있게 플레이 하고있습니다.,4
306,조작법이 불편하다는 리뷰가 있던데 참ㅋㅋ 설정에 들어가보신적이 없으신건지 조작법만 몇개를 고를수가 있는데 편한걸로 골라쓰세요ㅋㅋㅋ 암튼 이런 갓겜은 진짜 흔히 볼수가 없어요 게다가 가격까지 다운해줘서 더 좋은듯 게임도 pc랑 차이도 없고 확실히 잘만든게임인것 같아요🙂 진짜 무엇보다 재미가 있어!! 요즘 광고에나 뜨는 거지같은 게임들이랑 차원이 다르게 계속해도 쉽게 질리지가 않는 갓ㅡ겜임 ㄹㅇ,5
307,"악마의 게임. 근데 멈출 수가 없어요ㅠㅠ 알람 설정해놓고 하는 게임은 이게 처음... 일상생활 불가능하게 만들고 내가 효율성을 따지는 한국인이고, 핸드폰과 동화되어 밥 굶으면서 게임을 할 수 있다는걸 알게해준 게임",5
308,"이 게임은 모바일 게임 중 최고 원탑게임입니다. 1인 개발이라는게 믿기지않을정도의 고퀄리티 게임이에요. 한번 시작하면 새벽 3~4시가 되는건 기본이에요ㅎㅎ 의견을 제시해본다면 아기키우는거, 배우자와의 대화가 더 다채로웠으면 하는거랑 낚시게임의 난이도 조절 등 디테일하게 추가해주시면 어떨까싶습니다^^ 갓게임 얼른 다운받으세요~~~",5
309,옛날에 구매했는데 폰을 바꾸면서 다시 설치하려니까 돈 내야한다고 하네요. 구매내역에도 안 뜨고 개임 내 구매복구도 없고 다시 돈 내라해서 일단 돈 냈습니다. 다른 유료게임은 설치가 뜨는대 이것만 돈내라해서 업댓비용인가 하고 멍청하게 생각해서ㅋㅋ 결제해버렸네요. 과거 제가 구매한 걸 확인하신다면 재구매한 값은 환불해주셨으면 합니다. 9천원대 일때 한번 사고 지금 또 사려니까 어이없고 진짜 무슨 업뎃 비용인가 싶네욬ㅋㅋㅋㅋㅋㅋㅋ확인 꼭 부탁드립니다.,1
310,ㅋㅋㅋㅋㅋㅋ 저장한 게임들이 자꾸 사라지네요.. 불러오기를 하려는데 저장한 게임이 없다네요 ㅋㅋㅋㅋㅋㅋ처음에 저장한 게임은 많이 키운 게임은 아니라 뭐 그러려니 했어요 ㅋㅋㅋㅋ 근데 다음에 또 30시간은 훌쩍 넘긴 게임이 그냥 아무 이유 없이 사라져 있네요. 솔직히 말해서 개빡쳤음 게임 자체는 재미있지만 별 하나 주기도 아까움 ㅡㅠ 돈 주고 산 게임인데 왜이러는지ㅠㅜ,1
311,정말 재밌고 좋은 게임이예요!! 그러나 고쳐주셨으면 하는 버그가 있어요! 사막에 도박장이 한국어로 플레이하면 도박을 못하는 버그가 있어요.제가 영어로 플레이해보니 도박이 가능했구요. 꼭 고쳐주셨으면 좋겠어요!,5
312,"오래하다보니 컨텐츠가 없어져서 1.5 업데이트된건 정말 좋은데 카탈로그창 버그, 벽장식 제거 안되는 버그같이 플레이에 지장가는 버그가 너무 많아졌어요",3
313,리텍 적용 하고싶었는데 잘 안돼서 그냥 했는데 그래도 재미있어요 캐릭터들도 하다보니 예쁘고 낚시도 처음엔 어려운가 했는데 적응되니 희귀한 물고기 아니면 쉬운편이라 거의 낚시만 합니다 ㅎㅎ 농사겜에서 농사보다 낚시만 하고있네요 다만ㅠ 엘리엇 공략중인데 호감도8칸 이벤트에서 중간에 끊기고 이벤트 처음부터 다시 보는 무한 루프 버그가 있네요 다시 시도해도 또 그러길래 그냥 스킵했어요 ㅠㅠ,5
314,엄청 재미있는데 요즘에 보면 여러가지 재미있는 모드 많이 있잖아요? 그걸 다운 받을 수 있는 방법을 만들 수 없을까요? 이게 안 되면 어려가지 업뎃을 해주시면 좋을 거 같아요 마울주민들을 더 많이 그리고 밸런스도,5
315,자신만의 농장을 꾸려가고 마을 사람들과 어울릴 수 있다는 점 등등이 비슷한 다른 게임들보다 좋다고 생각합니다. 하지만 다소 아쉬운 점은 스타듀 밸리 이외에도 다른 지역이라든지 새로운 캐릭터 등등 좀 더 넓게 확장되었으면 하는 바람입니다.,5
316,지금 굉장히 당황했습니다. 오랜만에 스타듀밸리를 할려고 게임을 접속했는데 불러오기를 들어가보니 다 날아가버렸더라구요? 지금 굉장히 황당하고 당황스럽고요 제 휴대폰에 이상이 있어서 그런가 해서 휴대폰을 뒤져봐도 아무 이상도 안나오고요. 지금 굉장히 황당하고 실망스럽습니다. 다른분들이라도 게임파일이 사라지지않도록 빨리 오류를 수정해주시길바랍니다.,1
